pcap_file,packet_number,adu_index,timestamp_utc,timestamp_epoch,interface_id,interface_name,interface_description,link_type,source_ip,destination_ip,source_port,destination_port,tcp_sequence,tcp_acknowledgment,tcp_flags,tcp_stream_key,direction,transaction_id,protocol_id,mbap_length,unit_id,function_code,function_name,is_exception,exception_code,register_address,quantity,register_value,register_values,coil_value,byte_count,pdu_hex,parse_status,parse_note
perlakuan3.pcapng,298,0,2026-07-28T13:07:19.945198Z,1785244039.9451976,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,58494,1427791410,2862758452,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,RESPONSE,13,0,23,0,3,READ_HOLDING_REGISTERS,FALSE,,,,,"[27,520,33,1,1195,0,1,27,1,0]",,20,0314001b02080021000104ab00000001001b00010000,SUCCESS,
perlakuan3.pcapng,299,0,2026-07-28T13:07:19.958593Z,1785244039.958593,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,58494,502,2862758452,1427791439,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,REQUEST,14,0,6,0,1,READ_COILS,FALSE,,0,3,,,,,0100000003,SUCCESS,
perlakuan3.pcapng,300,0,2026-07-28T13:07:19.959027Z,1785244039.9590273,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,58494,1427791439,2862758464,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,RESPONSE,14,0,4,0,1,READ_COILS,FALSE,,,,,,,1,010101,SUCCESS,
perlakuan3.pcapng,313,0,2026-07-28T13:07:20.932385Z,1785244040.9323852,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,58494,502,2862758464,1427791449,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,REQUEST,15,0,6,0,3,READ_HOLDING_REGISTERS,FALSE,,1024,10,,,,,030400000a,SUCCESS,
perlakuan3.pcapng,314,0,2026-07-28T13:07:20.932586Z,1785244040.9325864,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,58494,1427791449,2862758476,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,RESPONSE,15,0,23,0,3,READ_HOLDING_REGISTERS,FALSE,,,,,"[27,520,33,1,1195,0,1,27,1,0]",,20,0314001b02080021000104ab00000001001b00010000,SUCCESS,
perlakuan3.pcapng,315,0,2026-07-28T13:07:20.938729Z,1785244040.9387286,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,58494,502,2862758476,1427791478,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,REQUEST,16,0,6,0,1,READ_COILS,FALSE,,0,3,,,,,0100000003,SUCCESS,
perlakuan3.pcapng,316,0,2026-07-28T13:07:20.938912Z,1785244040.938912,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,58494,1427791478,2862758488,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,RESPONSE,16,0,4,0,1,READ_COILS,FALSE,,,,,,,1,010101,SUCCESS,
perlakuan3.pcapng,320,0,2026-07-28T13:07:21.029223Z,1785244041.0292232,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.217,192.168.21.209,40373,502,3296003806,599441718,ACK|PSH,192.168.21.209:502<->192.168.21.217:40373,REQUEST,1019,0,21,0,16,WRITE_MULTIPLE_REGISTERS,FALSE,,1024,7,,"[39,375,38,1,1196,0,1]",,14,10040000070e002701770026000104ac00000001,SUCCESS,
perlakuan3.pcapng,322,0,2026-07-28T13:07:21.029398Z,1785244041.0293982,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.217,502,40373,599441718,3296003833,ACK|PSH,192.168.21.209:502<->192.168.21.217:40373,RESPONSE,1019,0,6,0,16,WRITE_MULTIPLE_REGISTERS,FALSE,,1024,7,,,,,1004000007,SUCCESS,
perlakuan3.pcapng,333,0,2026-07-28T13:07:21.953807Z,1785244041.953807,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,58494,502,2862758488,1427791488,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,REQUEST,17,0,6,0,3,READ_HOLDING_REGISTERS,FALSE,,1024,10,,,,,030400000a,SUCCESS,
perlakuan3.pcapng,334,0,2026-07-28T13:07:21.954461Z,1785244041.9544606,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,58494,1427791488,2862758500,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,RESPONSE,17,0,23,0,3,READ_HOLDING_REGISTERS,FALSE,,,,,"[39,375,38,1,1196,0,1,39,1,0]",,20,0314002701770026000104ac00000001002700010000,SUCCESS,
perlakuan3.pcapng,335,0,2026-07-28T13:07:21.962402Z,1785244041.9624019,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,58494,502,2862758500,1427791517,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,REQUEST,18,0,6,0,1,READ_COILS,FALSE,,0,3,,,,,0100000003,SUCCESS,
perlakuan3.pcapng,336,0,2026-07-28T13:07:21.962919Z,1785244041.9629185,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,58494,1427791517,2862758512,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,RESPONSE,18,0,4,0,1,READ_COILS,FALSE,,,,,,,1,010101,SUCCESS,
perlakuan3.pcapng,355,0,2026-07-28T13:07:22.958379Z,1785244042.958379,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,58494,502,2862758512,1427791527,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,REQUEST,19,0,6,0,3,READ_HOLDING_REGISTERS,FALSE,,1024,10,,,,,030400000a,SUCCESS,
perlakuan3.pcapng,356,0,2026-07-28T13:07:22.958718Z,1785244042.9587178,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,58494,1427791527,2862758524,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,RESPONSE,19,0,23,0,3,READ_HOLDING_REGISTERS,FALSE,,,,,"[39,375,38,1,1196,0,1,39,1,0]",,20,0314002701770026000104ac00000001002700010000,SUCCESS,
perlakuan3.pcapng,357,0,2026-07-28T13:07:22.961891Z,1785244042.9618907,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,58494,502,2862758524,1427791556,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,REQUEST,20,0,6,0,1,READ_COILS,FALSE,,0,3,,,,,0100000003,SUCCESS,
perlakuan3.pcapng,358,0,2026-07-28T13:07:22.962510Z,1785244042.96251,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,58494,1427791556,2862758536,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,RESPONSE,20,0,4,0,1,READ_COILS,FALSE,,,,,,,1,010101,SUCCESS,
perlakuan3.pcapng,370,0,2026-07-28T13:07:23.948693Z,1785244043.9486933,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,58494,502,2862758536,1427791566,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,REQUEST,21,0,6,0,3,READ_HOLDING_REGISTERS,FALSE,,1024,10,,,,,030400000a,SUCCESS,
perlakuan3.pcapng,371,0,2026-07-28T13:07:23.948896Z,1785244043.9488962,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,58494,1427791566,2862758548,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,RESPONSE,21,0,23,0,3,READ_HOLDING_REGISTERS,FALSE,,,,,"[39,375,38,1,1196,0,1,39,1,0]",,20,0314002701770026000104ac00000001002700010000,SUCCESS,
perlakuan3.pcapng,372,0,2026-07-28T13:07:23.953971Z,1785244043.9539714,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,58494,502,2862758548,1427791595,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,REQUEST,22,0,6,0,1,READ_COILS,FALSE,,0,3,,,,,0100000003,SUCCESS,
perlakuan3.pcapng,373,0,2026-07-28T13:07:23.954155Z,1785244043.9541554,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,58494,1427791595,2862758560,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,RESPONSE,22,0,4,0,1,READ_COILS,FALSE,,,,,,,1,010101,SUCCESS,
perlakuan3.pcapng,388,0,2026-07-28T13:07:24.997121Z,1785244044.9971206,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,58494,502,2862758560,1427791605,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,REQUEST,23,0,6,0,3,READ_HOLDING_REGISTERS,FALSE,,1024,10,,,,,030400000a,SUCCESS,
perlakuan3.pcapng,389,0,2026-07-28T13:07:24.997756Z,1785244044.9977562,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,58494,1427791605,2862758572,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,RESPONSE,23,0,23,0,3,READ_HOLDING_REGISTERS,FALSE,,,,,"[39,375,38,1,1196,0,1,39,1,0]",,20,0314002701770026000104ac00000001002700010000,SUCCESS,
perlakuan3.pcapng,390,0,2026-07-28T13:07:25.004122Z,1785244045.0041215,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,58494,502,2862758572,1427791634,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,REQUEST,24,0,6,0,1,READ_COILS,FALSE,,0,3,,,,,0100000003,SUCCESS,
perlakuan3.pcapng,391,0,2026-07-28T13:07:25.004650Z,1785244045.0046504,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,58494,1427791634,2862758584,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,RESPONSE,24,0,4,0,1,READ_COILS,FALSE,,,,,,,1,010101,SUCCESS,
perlakuan3.pcapng,409,0,2026-07-28T13:07:26.005955Z,1785244046.0059555,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,58494,502,2862758584,1427791644,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,REQUEST,25,0,6,0,3,READ_HOLDING_REGISTERS,FALSE,,1024,10,,,,,030400000a,SUCCESS,
perlakuan3.pcapng,410,0,2026-07-28T13:07:26.006289Z,1785244046.0062885,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,58494,1427791644,2862758596,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,RESPONSE,25,0,23,0,3,READ_HOLDING_REGISTERS,FALSE,,,,,"[39,375,38,1,1196,0,1,39,1,0]",,20,0314002701770026000104ac00000001002700010000,SUCCESS,
perlakuan3.pcapng,411,0,2026-07-28T13:07:26.012037Z,1785244046.0120373,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,58494,502,2862758596,1427791673,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,REQUEST,26,0,6,0,1,READ_COILS,FALSE,,0,3,,,,,0100000003,SUCCESS,
perlakuan3.pcapng,412,0,2026-07-28T13:07:26.012346Z,1785244046.0123458,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,58494,1427791673,2862758608,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,RESPONSE,26,0,4,0,1,READ_COILS,FALSE,,,,,,,1,010101,SUCCESS,
perlakuan3.pcapng,416,0,2026-07-28T13:07:26.933066Z,1785244046.933066,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,58494,502,2862758608,1427791683,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,REQUEST,27,0,6,0,3,READ_HOLDING_REGISTERS,FALSE,,1024,10,,,,,030400000a,SUCCESS,
perlakuan3.pcapng,417,0,2026-07-28T13:07:26.933423Z,1785244046.9334228,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.209,192.168.21.210,502,58494,1427791683,2862758620,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,RESPONSE,27,0,23,0,3,READ_HOLDING_REGISTERS,FALSE,,,,,"[39,375,38,1,1196,0,1,39,1,0]",,20,0314002701770026000104ac00000001002700010000,SUCCESS,
perlakuan3.pcapng,418,0,2026-07-28T13:07:26.937892Z,1785244046.9378917,0,\Device\NPF_{205226CA-7599-4E30-A1C7-F94A3601DA74},Wi-Fi 2,1,192.168.21.210,192.168.21.209,58494,502,2862758620,1427791712,ACK|PSH,192.168.21.209:502<->192.168.21.210:58494,REQUEST,28,0,6,0,1,READ_COILS,FALSE,,0,3,,,,,0100000003,SUCCESS,
