experiment_id,scenario,experiment_phase,collector_session_id,collection_id,collection_sequence,cycle_started_at,cycle_completed_at,acquisition_window_ms,sampling_skew_ms,original_bottle_count,sent_bottle_count,bottle_count_from_pi,total_bottle,process_state,bottle_in_batch,last_processed_batch_count,bottle_remainder,pusher_output,ready_for_next_batch,batch_full,raspi_read_status,openplc_read_status,register_read_status,coil_read_status,send_status,source_match,cross_layer_match,plc_internal_match,raspi_acquisition_success,openplc_acquisition_success,pairing_status
EXP-P2-01,PERLAKUAN_2_FLOOD,PRE_ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000036,36,2026-07-28T11:51:47.480Z,2026-07-28T11:51:47.528Z,47.98,12.0,,,,,1,,,,,,,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,,,,TRUE,TRUE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,PRE_ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000037,37,2026-07-28T11:51:48.480Z,2026-07-28T11:51:48.519Z,38.443,6.0,,,,,1,,,,,,,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,,,,TRUE,TRUE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000038,38,2026-07-28T11:51:49.481Z,2026-07-28T11:51:49.554Z,73.156,8.0,,,,,1,,,,,,,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,,,,TRUE,TRUE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000039,39,2026-07-28T11:51:50.481Z,2026-07-28T11:51:50.511Z,29.408,6.0,,,,,1,,,,,,,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,,,,TRUE,TRUE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000040,40,2026-07-28T11:51:51.482Z,2026-07-28T11:51:51.532Z,50.573,6.0,,,,,1,,,,,,,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,,,,TRUE,TRUE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000041,41,2026-07-28T11:51:52.482Z,2026-07-28T11:51:52.519Z,36.517,7.0,,,,,3,,,,,,,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,,,,TRUE,TRUE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000042,42,2026-07-28T11:51:53.483Z,2026-07-28T11:51:53.522Z,38.878,8.0,,,,,3,,,,,,,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,,,,TRUE,TRUE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000043,43,2026-07-28T11:51:54.484Z,2026-07-28T11:51:54.703Z,219.769,11.0,,,,,3,,,,,,,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,,,,TRUE,TRUE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000044,44,2026-07-28T11:51:55.484Z,2026-07-28T11:51:55.664Z,180.065,6.0,,,,,3,,,,,,,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,,,,TRUE,TRUE,PAIRED
EXP-P2-01,PERLAKUAN_2_FLOOD,ATTACK,collector-20260728T115112Z-dc91fc98,collector-20260728T115112Z-dc91fc98-COL-000045,45,2026-07-28T11:51:56.484Z,2026-07-28T11:51:56.528Z,43.756,6.0,,,,,3,,,,,,,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,,,,TRUE,TRUE,PAIRED
